-5.707274014874224449e-02 3.331686672093658319e-01 8.976479428200016819e-02
-3.325831396850580796e-02 2.116270324904539479e-01 5.603877957605218896e-01
-1.195419667105657863e-01 -3.091660560234991140e-01 2.893526712952327884e-01
-2.636737591344361364e-01 -1.922174973158152778e-02 -3.675814729486557297e-01
-1.705464208582760932e-01 2.327787988701203459e-01 -5.210905150195918045e-01
-2.082757297822168396e-01 2.284638934535566934e-01 4.562725525037190644e-01
6.519687651367933601e-02 -5.913458438999076305e-01 3.133920116312134962e-01
3.469948511912447631e-02 -1.947712841470454759e-01 -9.589511948054649237e-02
-2.531465279822699976e-01 5.826712300410117340e-01 -4.429216556224547241e-01
-2.797269636381891078e-01 3.944308999691966688e-01 -2.172798959207687397e-01
-1.679507901328955444e-01 -2.525635547863706032e-01 2.901830116299936591e-01
-1.465615210858062234e-01 -1.622521835032422199e-01 -1.112746518806513596e-01
-4.613543588174477406e-01 4.541258960291331692e-01 -1.839944144336569387e-01
-7.427868397370966935e-01 4.816717749124685422e-01 -2.507995365553525868e-01
-7.444233421172276044e-01 -4.205352848791679699e-01 2.160276061977188522e-01
-5.904850513351990182e-01 -4.159580812778328474e-01 3.917371612395000313e-01
-8.462105992704767043e-01 3.163727977918856515e-01 2.078851370583292280e-01
-7.485659645799120909e-01 6.279132924613403111e-01 1.543929166176176426e-01
-6.483673088079485725e-01 -1.752972158768378308e-01 3.231072572960191902e-01
-7.407642352939214359e-01 -4.901260951367619190e-01 1.081476889003143427e+00
-5.868210307567011119e-01 2.879265993021862813e-01 4.729747145369597727e-01
-6.828186524976022076e-01 5.630249452959368295e-01 3.434388743346349360e-01
-8.631704071720396332e-01 -2.110582484940859704e-01 -1.179209425983527154e-01
-7.525796442644657747e-01 -4.515639576527887278e-01 5.143187786874076073e-01
-3.372236181149962375e-01 2.221620712007839893e-01 4.674553277271106810e-01
-2.681982493576603455e-01 5.975027726177150056e-01 -9.208462957884760991e-02
-1.790502916239376519e-01 5.572315788673987136e-02 -1.445454554888224163e-01
-2.094963016214073659e-01 -3.450711570226149272e-01 -1.047602710032817519e-02
-2.318483866671058602e-01 -5.278632607148035782e-02 3.849296089458663639e-01
-1.180360286577600698e-01 5.499567303129546669e-01 1.085345665634421947e-02
-2.090617993005846609e-01 2.490480851156242070e-01 -3.162166116995860157e-03
1.551075013114348033e-01 -1.919098288658742935e-01 -5.813059987113264326e-02
2.299056645830998002e-01 -2.456186984079750668e-01 3.527108401997710585e-01
2.664283605044525105e-01 3.438988055938869692e-01 3.041303200201793677e-01
2.346316864438104666e-01 3.323275814736469380e-01 -1.756789245578686820e-01
4.046102970112965824e-01 -7.811939978497500769e-02 -1.694997106099541129e-01
4.111575362188807925e-01 -2.623502174053502500e-01 -2.750684199577197453e-01
2.551436764129180745e-01 1.654600558064989735e-01 7.268933758869824957e-02
2.808226028160928922e-01 5.451163369039853102e-01 -1.742500955858990452e-01
1.187594488261973918e-01 1.772856337471089005e-02 -3.683803950955381601e-01
-1.434286389774399595e-01 -2.907998881548251036e-01 -3.148664923651540715e-01
-2.558985019117557824e-01 7.074140730159131363e-02 -1.360658393546025913e-01
-1.952997911056676417e-01 4.975123694584019374e-01 4.035730943397538018e-01
-5.683332357298928605e-02 2.461475814443980226e-01 -1.778745571522841185e-01
-1.917923642495253100e-01 -3.813683421581712807e-01 -2.233950108452305294e-01
-1.459974649288543203e-01 -2.925781286236316808e-02 -2.198755678070662273e-02
-1.973038818394273752e-01 3.323181045311521253e-01 -1.725867279674929700e-01
-2.192865404049243461e-01 1.995980355562382014e-01 -1.012345210825856268e-01
-7.020849901079723177e-02 -3.317703177168453421e-01 -4.274763004264693911e-01
-3.290554425859091303e-01 -2.345641053419058458e-02 -1.186287732172386367e-03
-2.331531398308442915e-01 3.725500735086906268e-01 9.019823910987176396e-02
-8.487187440661338178e-02 2.113236710774342719e-01 3.562687095332697784e-02
2.843601502647617046e-02 -7.751009736049632726e-02 8.377212182798458862e-02
-2.065731300920997660e-01 -9.498086012162337832e-02 6.004413701427535610e-01
7.638960104281487806e-02 1.061814929884400960e-01 5.389667791938914654e-01
-1.401168172214313501e-02 2.449597782115923994e-02 5.067212803431316859e-01
1.123432763653726546e-01 -5.133569812418792983e-02 1.670871591191041561e-01
1.738891717067774512e-01 -3.174741524449052332e-01 5.542181122738695787e-02
1.236035541194658166e-01 -2.319304291754021308e-01 2.546318873875641486e-01
1.599707515691904947e-01 1.409301964274456698e-01 8.401985450933239230e-01
2.696868160081345445e-01 4.690920028753876869e-02 4.758068517858126678e-01
3.191187948530176954e-01 -2.113058221388489089e-01 8.135874907470981576e-02
9.534339082698643775e-02 -5.020187745606766727e-01 -6.951985159272484893e-02
2.319528327027260695e-01 1.213859011223115958e-01 6.003267205993960687e-01
2.642986654078782749e-01 4.236084529681412025e-01 4.364526645121376003e-01
3.698667304989686211e-01 -3.551966027057323338e-01 -1.209711877472946784e-01
1.860024178570089393e-01 -7.541584260174765131e-01 -1.950750111221296601e-01
1.282743137377180820e-01 -2.476780034519898976e-01 1.723685970656487487e-01
2.838351058516210834e-01 3.398723962467425364e-01 4.064176700156755806e-01
2.942646210587764322e-01 5.500368322188322473e-02 6.073365775796692179e-02
3.894221495273601508e-01 -4.578946558011219858e-01 -1.299965362991966078e-01
4.180296728464366063e-01 -2.578439852395912890e-01 -2.523700203983631485e-01
6.582582525253343197e-01 1.137659132552960167e-01 3.271817680311203125e-01
6.575327003168760509e-01 3.617318314211674934e-01 -7.170252628275528006e-02
4.968316995095247157e-01 3.421374236189661522e-01 -1.967668751475264433e-01
4.516790742612969423e-01 -1.411898517302465905e-01 -4.099119859414776523e-01
1.362752562127468592e-01 -3.048965688780617134e-01 -2.240234775422320357e-01
8.231960993924253289e-02 5.252247349350840089e-02 4.461458284210755021e-02
6.745348200643011549e-02 4.245404878201979315e-01 -3.038794825405118361e-01
2.928353818870323977e-01 5.810160498306016219e-02 -4.424080610798642454e-01
5.405523511564369610e-03 -3.518993900471933944e-01 -5.077380016644997829e-01
1.414561695957538834e-01 -3.396188378260940333e-01 1.064786016892617371e-03
7.614958342887828691e-02 2.875799843032094127e-01 -6.842348752448837446e-02
6.368871598042724624e-02 8.111928272076586455e-02 -3.069256935536159858e-01
1.100699380109283337e-01 -3.080989923257412832e-01 -1.971278267075576851e-01
